sim200_dup0.25_loss0.1,sim200_dup0.25_loss1,sim200_dup0_ILS25,sim200_dup0_ILS70,sim200_dup1_ILS25,sim200_dup1_loss0.1,sim200_dup1_loss1,sim200_dup3_ILS25,sim200_dup3_loss0.1,sim200_dup3_loss1,sim500_dup0.25_loss0.1,sim500_dup0.25_loss1,sim500_dup0_ILS25,sim500_dup0_ILS70,sim500_dup1_ILS25,sim500_dup1_loss0.1,sim500_dup1_loss1,sim500_dup3_ILS25,sim500_dup3_loss0.1,sim500_dup3_loss1
0.1262626263,0.1313131313,0.06565656566,0.1161616162,0.05555555556,0.1414141414,0.1262626263,0.07070707071,,,0.1305220884,0.1385542169,0.1184738956,0.1606425703,0.1084337349,0.1345381526,,0.09236947791,0.1124497992,0.1485943775
0.03535353535,0.07070707071,0.02525252525,0.03535353535,0.02525252525,0.0404040404,0.07070707071,0.01515151515,,,0.05020080321,0.0421686747,0.07429718876,0.03815261044,0.03212851406,0.02610441767,,0.06224899598,0.01606425703,0.06425702811
0.08585858586,0.06060606061,0.06565656566,0.07575757576,0.0101010101,0.07575757576,0.07575757576,0.05050505051,,,0.1847389558,0.03413654618,0.04819277108,0.05823293173,0.02008032129,0.06827309237,,0.02610441767,0.08032128514,0.04819277108
0.07070707071,0.08080808081,0.01515151515,0.05555555556,0.07070707071,0.02525252525,0.03535353535,0.0303030303,,,0.03614457831,0.04618473896,0.05020080321,0.06024096386,0.02208835341,0.04417670683,,0.02008032129,,0.03815261044
0.04545454545,0.06060606061,0.0202020202,0.07575757576,0.03535353535,0.1161616162,0.05555555556,0.0404040404,,,0.04618473896,0.05421686747,0.03614457831,0.06224899598,0.06626506024,0.05421686747,,0.01606425703,,0.07630522088
0.05050505051,0.0404040404,0.0202020202,0.1212121212,0.0101010101,0.0202020202,0.07070707071,0.0202020202,,,0.04016064257,0.08232931727,0.08232931727,0.1224899598,0.05020080321,0.03614457831,,0.01606425703,,0.05823293173
0.04545454545,0.07070707071,0.0303030303,0.08080808081,0.0404040404,0.0303030303,0.04545454545,0.0404040404,,,0.05421686747,0.05421686747,0.02208835341,0.04016064257,0.02409638554,0.07429718876,,0.03212851406,,0.08634538153
0.02525252525,0.07575757576,0.0404040404,0.07070707071,0.0202020202,0.05050505051,0.0303030303,0.0202020202,,,0.05020080321,0.04618473896,0.0562248996,0.08835341365,0.02208835341,0.05020080321,,0.03413654618,,0.04618473896
0.0404040404,0.01515151515,0.07070707071,0.09090909091,0.01515151515,0.0202020202,0.1666666667,0.01515151515,,,0.0843373494,0.1746987952,0.03413654618,0.05421686747,0.01807228916,0.09236947791,,0.03413654618,,0.06224899598
0.1313131313,0.08080808081,0.08585858586,0.2171717172,0.0404040404,0.07070707071,0.0404040404,0.0101010101,,,0.0281124498,0.05421686747,0.01807228916,0.1104417671,0.02409638554,0.04819277108,,0.01606425703,,0.04016064257
0.07575757576,0.05555555556,0.0303030303,0.05050505051,0.04545454545,0.03535353535,0.1262626263,0.0202020202,,,,,,,,,,,,
0.03535353535,0.0404040404,0.01515151515,0.05555555556,0.0202020202,0.0101010101,0.05050505051,0.05050505051,,,,,,,,,,,,
0.03535353535,0.05555555556,0.0404040404,0.0303030303,0.06060606061,0.0404040404,0.02525252525,0.0404040404,,,,,,,,,,,,
0.09090909091,0.0404040404,0.0202020202,0.08080808081,0.03535353535,0.05050505051,0.06060606061,0.04545454545,,,,,,,,,,,,
0.0202020202,0.07070707071,0.1616161616,0.0404040404,0.0101010101,0.06060606061,0.06060606061,0.0404040404,,,,,,,,,,,,
0.06060606061,0.08080808081,0.0202020202,0.05050505051,0.0404040404,0.05050505051,0.1212121212,0.02525252525,,,,,,,,,,,,
0.04545454545,0.07070707071,0.05050505051,0.03535353535,0.0202020202,0.0404040404,0.08080808081,0.0101010101,,,,,,,,,,,,
0.04545454545,0.04545454545,0.03535353535,0.09090909091,0.03535353535,0.05050505051,0.03535353535,0.07070707071,,,,,,,,,,,,
0.07575757576,0.02525252525,0.04545454545,0.08585858586,0.0101010101,0.0404040404,0.05555555556,0.0303030303,,,,,,,,,,,,
0.0404040404,0.0404040404,0.01515151515,0.0404040404,0.03535353535,0.0404040404,0.05050505051,0.01515151515,,,,,,,,,,,,